578,66
578,67
577,67
577,68
577,69
576,70
576,71
575,72
575,73
575,74
574,74
573,75
572,76
572,77
572,78
571,79
570,80
570,81
570,82
569,82
568,82
568,83
567,83
567,84
567,85
592,99
638,123
683,141
711,152
729,158
773,171
807,179
849,185
888,192
930,194
975,198
1024,205
1066,207
1102,213
1137,215
1182,219
1210,221
1239,224
1277,226
1302,228
1347,232
1372,234
1407,236
1417,236
1438,237
1456,239
1468,239
1483,239
1493,241
1503,243
1505,243
1507,243
1509,244
1513,244
1516,244
1518,244
1521,245
1524,245
1527,246
1529,248
1530,249
1527,260
1526,271
1524,283
1522,291
1521,299
1521,304
1519,310
1519,313
1519,315
1519,318
1519,321
1519,323
1519,325
1519,326
1519,327
1519,328
1519,329
1519,330
1521,335
1528,347
1534,360
1541,372
1549,386
1554,396
1558,407
1563,416
1568,424
1572,431
1576,438
1581,447
1585,455
1587,462
1589,471
1592,478
1594,487
1597,494
1597,499
1597,504
1598,508
1598,511
1598,514
1598,519
1598,523
1598,527
1598,531
1598,536
1599,539
1599,545
1599,550
1599,557
1599,564
1597,572
1597,581
1596,588
1596,593
1596,598
1595,601
1594,605
1594,606
1593,609
1593,610
1593,612
1593,614
1593,616
1593,618
1593,621
1593,623
1593,626
1592,629
1592,631
1591,633
1591,635
1591,636
1590,638
1590,640
1590,642
1590,643
1590,644
1590,645
1589,645
1589,646
1589,647
1589,648
1589,649
1588,648
1586,646
1584,644
1581,642
1580,641
1579,640
1577,639
1577,638
1576,638
1574,637
1574,636
1574,635
1573,635
1572,635
1571,634
1571,633
1561,630
1534,623
1511,618
1493,613
1480,608
1472,605
1463,600
1456,596
1448,592
1444,589
1435,585
1426,580
1416,575
1400,569
1373,562
1347,557
1333,553
1318,549
1299,546
1290,543
1282,541
1276,540
1269,537
1263,535
1258,533
1255,531
1253,530
1251,528
1249,527
1246,526
1242,524
1238,522
1235,520
1232,518
1229,516
1228,515
1226,514
1223,513
1222,512
1220,512
1219,511
1218,510
1217,509
1216,508
1216,507
1215,507
1215,506
1215,505
1214,505
1214,504
1213,504
1213,503
1213,502
1213,501
1213,500
1213,499
1213,498
1213,497
1213,496
1213,495
1213,494
1213,493
1213,492
1213,491
1213,490
1213,489
1213,488
1213,487
1213,486
1213,485
1213,484
1213,483
1207,486
1201,491
1197,493
1194,496
1191,497
1190,499
1188,499
1188,500
1187,501
1186,501
1186,502
1185,503
1184,503
1184,504
1183,504
1182,504
1181,504
1181,505
1181,506
1180,506
1179,506
1179,507
1178,507
1174,506
1164,503
1145,500
1110,498
1046,498
1001,499
966,501
914,508
878,514
842,520
808,530
790,536
762,545
755,553
733,559
727,564
711,571
705,577
697,582
690,590
685,594
680,600
675,606
673,612
670,616
665,624
660,634
652,645
643,659
629,678
607,706
577,736
557,764
547,775
538,784
530,792
522,800
515,806
509,811
498,816
494,819
485,822
483,824
479,825
476,825
472,825
469,825
467,825
463,825
459,825
456,824
452,823
444,820
435,818
423,814
411,810
402,806
396,804
392,801
389,800
387,799
385,797
383,795
381,794
380,793
379,792
377,791
376,790
375,789
375,788
374,787
373,787
373,786
372,786
371,785
370,784
371,784
372,784
375,784
377,785
381,786
386,787
393,790
404,792
415,793
427,796
442,797
458,800
474,800
491,802
509,803
524,804
539,804
549,806
556,806
560,807
565,807
569,808
571,808
573,808
573,809
574,809
575,809
575,810
576,810
576,811
576,810
575,809
575,808
574,806
574,804
574,801
574,798
572,793
572,788
572,781
572,773
573,763
574,752
575,744
575,734
578,720
583,708
589,693
596,675
615,642
638,611
666,579
679,558
703,542
720,523
738,510
750,499
769,486
783,476
793,467
808,460
822,452
828,445
833,441
836,437
841,433
845,431
848,428
849,428
851,426
855,424
858,422
862,419
869,416
875,413
882,411
888,407
894,404
901,400
912,396
919,391
925,389
929,385
936,383
942,379
947,376
951,374
955,372
958,370
959,368
962,367
963,366
965,364
966,363
967,362
968,361
969,359
970,358
970,357
971,355
972,354
973,352
974,351
974,350
975,348
975,346
976,345
977,343
978,341
979,340
979,338
980,335
980,333
981,332
982,330
982,329
983,328
983,327
984,326
